unit_id,category,question_text,options,answer_index,explanation,image_url
"5.試験対策演習","2.式の計算","\( 11a-\{3b-4[-2a-(-2a-3b+4c)+3c]\} \) を計算しなさい。","[""\\( 11a+9b-4c \\)"", ""\\( 11a-9b+4c \\)"", ""\\( 9a+11b-4c \\)"", ""\\( 11a+9b+4c \\)""]",1,"内側を整理すると \( -2a-(-2a-3b+4c)+3c=3b-c \) です。よって \( 11a-\{3b-4(3b-c)\}=11a+9b-4c \) です。",""
"5.試験対策演習","2.式の計算","\( A=3x-2,\ B=3x+5,\ C=-5x+4 \) のとき、\( 3A+\{2B-(3C+4B-2(A+3C))\} \) を計算しなさい。","[""\\( -6x-8 \\)"", ""\\( 6x+8 \\)"", ""\\( 5A-2B+3C \\)"", ""\\( -6x+8 \\)""]",1,"式を整理すると \( 5A-2B+3C \) です。代入して \( 5(3x-2)-2(3x+5)+3(-5x+4)=-6x-8 \) です。",""
"5.試験対策演習","2.式の計算","\( A=7x^2+x-1,\ B=x-2,\ C=-2x^2+x+1 \) のとき、\( 5B-3C-2\{A-2(B-C)\} \) を計算しなさい。","[""\\( -23 \\)"", ""\\( 23 \\)"", ""\\( -14x^2-23 \\)"", ""\\( -2A+9B-7C \\)""]",1,"式を整理すると \( -2A+9B-7C \) です。代入して同類項をまとめると \( -23 \) です。",""
"5.試験対策演習","2.式の計算","\( 4x^2-3xy+2y^2+(\Box)=6x^2+3xy-y^2 \) の \(\Box\) に入る式を求めなさい。","[""\\( 2x^2+6xy-3y^2 \\)"", ""\\( 10x^2-3y^2 \\)"", ""\\( 2x^2-6xy+3y^2 \\)"", ""\\( 6x^2+3xy-y^2 \\)""]",1,"右辺から \( 4x^2-3xy+2y^2 \) を引くと、\( 2x^2+6xy-3y^2 \) です。",""
"5.試験対策演習","2.式の計算","\( x^2-x-6y+y^2-(\Box)=-4x^2+3x+2y-11y^2 \) の \(\Box\) に入る式を求めなさい。","[""\\( -5x^2+4x+8y-12y^2 \\)"", ""\\( 5x^2-4x-8y+12y^2 \\)"", ""\\( 5x^2+4x-8y+12y^2 \\)"", ""\\( 5x^2-4x+8y+12y^2 \\)""]",2,"左の式から右辺を引く形で考えると、\(\Box=(x^2-x-6y+y^2)-(-4x^2+3x+2y-11y^2)=5x^2-4x-8y+12y^2 \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{3}{2}x-6y-\frac{1}{4}(3x-8y) \) を計算しなさい。","[""\\( \\frac{3}{4}x-4y \\)"", ""\\( \\frac{9}{4}x-8y \\)"", ""\\( \\frac{3}{4}x+4y \\)"", ""\\( \\frac{5}{4}x-4y \\)""]",1,"\( \frac{1}{4}(3x-8y)=\frac{3}{4}x-2y \) なので、\( \frac{3}{2}x-6y-\frac{3}{4}x+2y=\frac{3}{4}x-4y \) です。",""
"5.試験対策演習","2.式の計算","\( 4\left(\frac{x}{2}-\frac{y}{4}\right)-\frac{3x-2y}{4} \) を計算しなさい。","[""\\( \\frac{5x-2y}{4} \\)"", ""\\( \\frac{5x+2y}{4} \\)"", ""\\( \\frac{x-2y}{4} \\)"", ""\\( \\frac{8x-4y}{4} \\)""]",1,"\( 4(\frac{x}{2}-\frac{y}{4})=2x-y \) です。通分すると \( \frac{8x-4y-(3x-2y)}{4}=\frac{5x-2y}{4} \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{1}{3}(2x-y)-\frac{3x-2y}{4}+\frac{x+y}{6} \) を計算しなさい。","[""\\( \\frac{x+4y}{12} \\)"", ""\\( \\frac{x-4y}{12} \\)"", ""\\( \\frac{4x+y}{12} \\)"", ""\\( \\frac{11x-6y}{12} \\)""]",1,"分母を12にそろえると \( \frac{4(2x-y)-3(3x-2y)+2(x+y)}{12}=\frac{x+4y}{12} \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{y-2x}{6}-3\left(\frac{3x-y}{12}-\frac{x}{3}\right) \) を計算しなさい。","[""\\( \\frac{-x+5y}{12} \\)"", ""\\( \\frac{x+5y}{12} \\)"", ""\\( \\frac{-x-y}{12} \\)"", ""\\( \\frac{-5x+y}{12} \\)""]",1,"かっこの中を \( \frac{3x-y-4x}{12}=\frac{-x-y}{12} \) として整理すると、全体は \( \frac{-x+5y}{12} \) です。",""
"5.試験対策演習","2.式の計算","\( 2\left(\frac{a-b}{2}-\frac{a-3c}{6}\right)-3\left(\frac{b+4c}{2}-\frac{b-2a}{6}\right)+6\left(\frac{c+a}{2}-\frac{c-b}{3}\right) \) を計算しなさい。","[""\\( \\frac{8a-12c}{3} \\)"", ""\\( \\frac{8a+12c}{3} \\)"", ""\\( \\frac{8a-12b}{3} \\)"", ""\\( \\frac{4a-6c}{3} \\)""]",1,"それぞれ分母を6にそろえて展開し、同類項をまとめると \( \frac{16a-24c}{6}=\frac{8a-12c}{3} \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{a^2+ab-2b^2}{6}-\frac{2a^2-7ab-4b^2}{3}+\frac{5a^2+3ab+4b^2}{2} \) を計算しなさい。","[""\\( 2a^2+4ab+3b^2 \\)"", ""\\( 2a^2-4ab+3b^2 \\)"", ""\\( 12a^2+24ab+18b^2 \\)"", ""\\( a^2+4ab+3b^2 \\)""]",1,"分母を6にそろえると、分子は \( 12a^2+24ab+18b^2 \) となるので、\( 2a^2+4ab+3b^2 \) です。",""
"5.試験対策演習","2.式の計算","\( 2a \times a^2 \div (-a)^3 \) を計算しなさい。","[""\\( -2 \\)"", ""\\( 2 \\)"", ""\\( -2a^6 \\)"", ""\\( 2a^3 \\)""]",1,"\( 2a \times a^2=2a^3 \)、\( (-a)^3=-a^3 \) なので、商は \( -2 \) です。",""
"5.試験対策演習","2.式の計算","\( 4x^2y \times 3xy^2 \div (-6xy) \) を計算しなさい。","[""\\( -2x^2y^2 \\)"", ""\\( 2x^2y^2 \\)"", ""\\( -2xy \\)"", ""\\( -12x^3y^3 \\)""]",1,"係数は \( 4 \times 3 \div (-6)=-2 \)、文字は \( x^{2+1-1}y^{1+2-1}=x^2y^2 \) です。",""
"5.試験対策演習","2.式の計算","\( (xy^2)^3 \times x^2y \div xy^2 \) を計算しなさい。","[""\\( x^4y^5 \\)"", ""\\( x^6y^9 \\)"", ""\\( x^5y^5 \\)"", ""\\( x^4y^7 \\)""]",1,"\( (xy^2)^3=x^3y^6 \) なので、\( x^{3+2-1}y^{6+1-2}=x^4y^5 \) です。",""
"5.試験対策演習","2.式の計算","\( 4ab^2 \times (-2ab)^3 \div \left(-\frac{2}{3}ab^3\right) \) を計算しなさい。","[""\\( 48a^3b^2 \\)"", ""\\( -48a^3b^2 \\)"", ""\\( 12a^3b^2 \\)"", ""\\( 48a^4b^5 \\)""]",1,"\( (-2ab)^3=-8a^3b^3 \) です。符号と係数を整理すると \( 48 \)、文字は \( a^3b^2 \) になります。",""
"5.試験対策演習","2.式の計算","\( (-4xy^3z)^2 \times x^2yz \div 16x^2yz^3 \) を計算しなさい。","[""\\( x^2y^6 \\)"", ""\\( x^4y^7 \\)"", ""\\( y^6z^2 \\)"", ""\\( x^2y^4 \\)""]",1,"\( (-4xy^3z)^2=16x^2y^6z^2 \) なので、整理すると \( x^2y^6 \) です。",""
"5.試験対策演習","2.式の計算","\( (-2x)^2 \div 6x \times 3x^2 \) を計算しなさい。","[""\\( 2x^3 \\)"", ""\\( 2x^2 \\)"", ""\\( \\frac{2}{3}x^3 \\)"", ""\\( -2x^3 \\)""]",1,"\( (-2x)^2=4x^2 \) なので、\( 4x^2 \div 6x \times 3x^2=2x^3 \) です。",""
"5.試験対策演習","2.式の計算","\( -4a^2b \div 8ab \times (-6b^2) \) を計算しなさい。","[""\\( 3ab^2 \\)"", ""\\( -3ab^2 \\)"", ""\\( 3a^2b^2 \\)"", ""\\( \\frac{1}{2}ab^2 \\)""]",1,"\( -4a^2b \div 8ab=-\frac{1}{2}a \) です。これに \( -6b^2 \) をかけて \( 3ab^2 \) です。",""
"5.試験対策演習","2.式の計算","\( -5xy^3 \div 10x^3y^2 \times 2x^2y^2 \) を計算しなさい。","[""\\( -y^3 \\)"", ""\\( y^3 \\)"", ""\\( -x^3y \\)"", ""\\( -xy^3 \\)""]",1,"係数は \( -5 \div 10 \times 2=-1 \)、文字は \( x^{1-3+2}y^{3-2+2}=y^3 \) です。",""
"5.試験対策演習","2.式の計算","\( (-2a^2b^3)^3 \div (2a^2b)^2 \times (-b)^3 \) を計算しなさい。","[""\\( 2a^2b^{10} \\)"", ""\\( -2a^2b^{10} \\)"", ""\\( 2a^6b^9 \\)"", ""\\( 4a^2b^{10} \\)""]",1,"\( (-2a^2b^3)^3=-8a^6b^9 \)、\( (2a^2b)^2=4a^4b^2 \) なので、さらに \( -b^3 \) をかけると \( 2a^2b^{10} \) です。",""
"5.試験対策演習","2.式の計算","\( 4a^2 \div \frac{6}{5}a^4b \times (-3ab)^2 \) を計算しなさい。","[""\\( 30b \\)"", ""\\( 30a^2b \\)"", ""\\( \\frac{30}{b} \\)"", ""\\( -30b \\)""]",1,"\( (-3ab)^2=9a^2b^2 \) です。\( 4a^2 \times \frac{5}{6a^4b} \times 9a^2b^2=30b \) です。",""
"5.試験対策演習","2.式の計算","\( -28a^2b^3 \div (-2ab)^2 \div (-7b) \) を計算しなさい。","[""\\( 1 \\)"", ""\\( -1 \\)"", ""\\( a \\)"", ""\\( 7b \\)""]",1,"\( (-2ab)^2=4a^2b^2 \) なので、\( -28a^2b^3 \div 4a^2b^2=-7b \)。さらに \( -7b \) で割って \( 1 \) です。",""
"5.試験対策演習","2.式の計算","\( -21a^6 \div \{(-3a)^3 \div \frac{7}{2}a^2\} \) を計算しなさい。","[""\\( \\frac{49}{18}a^5 \\)"", ""\\( -\\frac{49}{18}a^5 \\)"", ""\\( \\frac{18}{49}a^5 \\)"", ""\\( \\frac{49}{18}a^3 \\)""]",1,"中かっこ内は \( -27a^3 \times \frac{2}{7a^2}=-\frac{54}{7}a \) です。よって \( -21a^6 \div \left(-\frac{54}{7}a\right)=\frac{49}{18}a^5 \) です。",""
"5.試験対策演習","2.式の計算","\( 3(a-b)+2\{b-(a-2b)\} \) を計算しなさい。","[""\\( a+3b \\)"", ""\\( 5a-b \\)"", ""\\( a-3b \\)"", ""\\( 3a+b \\)""]",1,"\( b-(a-2b)=-a+3b \) なので、\( 3a-3b+2(-a+3b)=a+3b \) です。",""
"5.試験対策演習","2.式の計算","\( 8x+\{3y-[4x-(-2x+3y+5z)+3z]\} \) を計算しなさい。","[""\\( 2x+6y+2z \\)"", ""\\( 14x+2z \\)"", ""\\( 2x-6y-2z \\)"", ""\\( 8x+6y+2z \\)""]",1,"角かっこ内は \( 4x+2x-3y-5z+3z=6x-3y-2z \) です。全体を整理して \( 2x+6y+2z \) です。",""
"5.試験対策演習","2.式の計算","多項式 \( x^2+3ax+2a^2 \) は何次式か。また、\( a \) に着目すると何次式か。","[""2次式、\\( a \\) に着目すると2次式"", ""3次式、\\( a \\) に着目すると2次式"", ""2次式、\\( a \\) に着目すると1次式"", ""1次式、\\( a \\) に着目すると2次式""]",1,"各項 \( x^2,\ 3ax,\ 2a^2 \) の次数はいずれも2です。\( a \) に着目しても最高次数は \( a^2 \) の2です。",""
"5.試験対策演習","2.式の計算","多項式 \( ab-a^2+2abc \) は何次式か。また、\( a \) に着目すると何次式か。","[""2次式、\\( a \\) に着目すると2次式"", ""3次式、\\( a \\) に着目すると2次式"", ""3次式、\\( a \\) に着目すると3次式"", ""2次式、\\( a \\) に着目すると1次式""]",2,"\( 2abc \) は3次の項なので全体は3次式です。\( a \) に着目すると \( -a^2 \) が最高次数なので2次式です。",""
"5.試験対策演習","2.式の計算","多項式 \( x^2-ax+ab \) は何次式か。また、\( a \) に着目すると何次式か。","[""2次式、\\( a \\) に着目すると1次式"", ""2次式、\\( a \\) に着目すると2次式"", ""1次式、\\( a \\) に着目すると1次式"", ""3次式、\\( a \\) に着目すると1次式""]",1,"各項の次数は最大で2です。\( a \) に着目すると \( -ax,\ ab \) はどちらも \( a \) の1次なので1次式です。",""
"5.試験対策演習","2.式の計算","\( a^5 \div a^2+(-3a)^3 \) を計算しなさい。","[""\\( -26a^3 \\)"", ""\\( 28a^3 \\)"", ""\\( -27a^3 \\)"", ""\\( a^3-27a \\)""]",1,"\( a^5 \div a^2=a^3 \)、\( (-3a)^3=-27a^3 \) なので、\( a^3-27a^3=-26a^3 \) です。",""
"5.試験対策演習","2.式の計算","\( 2x^3-x^4 \div x^2 \) を計算しなさい。","[""\\( x^2 \\)"", ""\\( 2x^3-x^2 \\)"", ""\\( x^3 \\)"", ""\\( 2x \\)""]",2,"\( x^4 \div x^2=x^2 \) なので、\( 2x^3-x^2 \) です。",""
"5.試験対策演習","2.式の計算","\( -7a^2b^3-2ab \times (-5ab^2) \) を計算しなさい。","[""\\( -17a^2b^3 \\)"", ""\\( 3a^2b^3 \\)"", ""\\( -3a^2b^3 \\)"", ""\\( 10a^2b^3 \\)""]",2,"\( -2ab \times (-5ab^2)=10a^2b^3 \) なので、\( -7a^2b^3+10a^2b^3=3a^2b^3 \) です。",""
"5.試験対策演習","2.式の計算","\( 3xy^2 \times 4xy \div \left(-\frac{1}{2}y^2\right)+5xy^3 \div (-2y)^2 \times \frac{8}{5}x \) を計算しなさい。","[""\\( -22x^2y \\)"", ""\\( 22x^2y \\)"", ""\\( -24x^2y \\)"", ""\\( 2x^2y \\)""]",1,"前半は \( -24x^2y \)、後半は \( 2x^2y \) なので、和は \( -22x^2y \) です。",""
"5.試験対策演習","2.式の計算","\( (-4x^5y^4z)^2 \times (2x^2y^2z)^2 \) を計算しなさい。","[""\\( 64x^{14}y^{12}z^4 \\)"", ""\\( 16x^{10}y^8z^2 \\)"", ""\\( 64x^7y^6z^2 \\)"", ""\\( -64x^{14}y^{12}z^4 \\)""]",1,"それぞれ2乗して \( 16x^{10}y^8z^2 \) と \( 4x^4y^4z^2 \)。積は \( 64x^{14}y^{12}z^4 \) です。",""
"5.試験対策演習","2.式の計算","\( (-2xy^2)^3 \div 4x^4y^5 \) を計算しなさい。","[""\\( -\\frac{2y}{x} \\)"", ""\\( \\frac{2y}{x} \\)"", ""\\( -2x^7y^7 \\)"", ""\\( -\\frac{x}{2y} \\)""]",1,"\( (-2xy^2)^3=-8x^3y^6 \) です。\( -8x^3y^6 \div 4x^4y^5=-\frac{2y}{x} \) です。",""
"5.試験対策演習","2.式の計算","\( \left(-\frac{1}{3}a^2b^3\right)^3 \div (-a^2b)^2 \) を計算しなさい。","[""\\( -\\frac{1}{27}a^2b^7 \\)"", ""\\( \\frac{1}{27}a^2b^7 \\)"", ""\\( -\\frac{1}{9}a^4b^5 \\)"", ""\\( -\\frac{1}{27}a^6b^9 \\)""]",1,"分子は \( -\frac{1}{27}a^6b^9 \)、割る式は \( a^4b^2 \) なので、\( -\frac{1}{27}a^2b^7 \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{1}{3}x^2y \times (-2x^2y^3)^2 \div \frac{1}{6}x^2y^2 \) を計算しなさい。","[""\\( 8x^4y^5 \\)"", ""\\( \\frac{2}{3}x^4y^5 \\)"", ""\\( 8x^2y^3 \\)"", ""\\( -8x^4y^5 \\)""]",1,"\( (-2x^2y^3)^2=4x^4y^6 \) です。\( \frac{1}{3}x^2y \times 4x^4y^6 \times \frac{6}{x^2y^2}=8x^4y^5 \) です。",""
"5.試験対策演習","2.式の計算","\( (a^3b^2)^3 \div (2a^4b)^2 \times (-2a^5b) \) を計算しなさい。","[""\\( -\\frac{1}{2}a^6b^5 \\)"", ""\\( \\frac{1}{2}a^6b^5 \\)"", ""\\( -2a^6b^5 \\)"", ""\\( -\\frac{1}{2}a^5b^6 \\)""]",1,"\( (a^3b^2)^3=a^9b^6 \)、\( (2a^4b)^2=4a^8b^2 \) なので、さらに \( -2a^5b \) をかけて \( -\frac{1}{2}a^6b^5 \) です。",""
"5.試験対策演習","2.式の計算","\( \frac{3}{128}x^4y \div \left(-\frac{3}{2}x^2y\right)^3 \times (-6xy^3)^2 \) を計算しなさい。","[""\\( -\\frac{1}{4}y^4 \\)"", ""\\( \\frac{1}{4}y^4 \\)"", ""\\( -\\frac{1}{4}x^4y \\)"", ""\\( -4y^4 \\)""]",1,"\(\left(-\frac{3}{2}x^2y\right)^3=-\frac{27}{8}x^6y^3 \)、\( (-6xy^3)^2=36x^2y^6 \) です。整理すると \( -\frac{1}{4}y^4 \) です。",""
"5.試験対策演習","2.式の計算","\( \left(-\frac{6}{5}xy^2\right)^3 \div \left(-\frac{4}{25}x^4y^2\right)^2 \times \left(\frac{x^3}{3y}\right)^2 \) を計算しなさい。","[""\\( -\\frac{15}{2}x \\)"", ""\\( \\frac{15}{2}x \\)"", ""\\( -\\frac{2}{15}x \\)"", ""\\( -\\frac{15}{2}y \\)""]",1,"係数と指数を順に整理すると、文字は \( x \) だけ残り、係数は \( -\frac{15}{2} \) です。",""
"5.試験対策演習","2.式の計算","\( 2a^3b \div (-7ab^2) \times \frac{1}{3}a^4b^3 \div 21a^2b^2 \) を計算しなさい。","[""\\( -\\frac{2}{441}a^4 \\)"", ""\\( \\frac{2}{441}a^4 \\)"", ""\\( -\\frac{2}{21}a^4 \\)"", ""\\( -\\frac{2}{441}a^3b \\)""]",1,"係数は \( 2 \div (-7) \times \frac{1}{3} \div 21=-\frac{2}{441} \)、文字は \( a^{3-1+4-2}=a^4 \) です。",""
