unit_id,category,question_text,options,answer_index,explanation,image_url
3.正負の数の四則,1.正の数と負の数,次の計算をしなさい。\( \frac{4}{3} \times \frac{1}{2} \),"[""\\( \\frac{3}{3} \\)"", ""\\( \\frac{2}{3} \\)"", ""\\( \\frac{2}{-3} \\)"", ""\\( \\frac{-2}{3} \\)""]",2,分数の計算です。正解は \( \frac{2}{3} \) です。,
3.正負の数の四則,1.正の数と負の数,次の計算をしなさい。\( \frac{6}{6} \times \frac{1}{2} \),"[""\\( \\frac{3}{6} \\)"", ""\\( \\frac{6}{3} \\)"", ""\\( \\frac{3}{-6} \\)"", ""\\( \\frac{-3}{6} \\)""]",1,分数の計算です。正解は \( \frac{3}{6} \) です。,
3.正負の数の四則,1.正の数と負の数,次の計算をしなさい。\( -2.0 \times 2 + 1.6 \),"[""-2.4"", ""-2.5"", ""-2.9"", ""-2.3""]",1,計算結果は \( -2.4 \) です。,
3.正負の数の四則,1.正の数と負の数,\( 18 \) を素因数分解しなさい。,"[""\\( 2 \\times 3^2 \\)"", ""\\( 2 \\times 3^3 \\)"", ""\\( 2 + 3^2 \\)"", ""\\( 3 \\times 3^3 \\)""]",1,\( 18 \) を素数でわっていくと \( 2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 105 \) を素因数分解しなさい。,"[""\\( 3 \\times 5 \\times 72 \\)"", ""3 + 5 + 7"", ""\\( 3 \\times 5 \\times 7 \\)"", ""\\( 3 \\times 5 \\times 71 \\)""]",3,\( 105 \) を素数でわっていくと \( 3 \times 5 \times 7 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 36 \) を素因数分解しなさい。,"[""\\( 3^3 \\times 3^3 \\)"", ""\\( 2^2 + 3^2 \\)"", ""\\( 2^3 \\times 3^3 \\)"", ""\\( 2^2 \\times 3^2 \\)""]",4,\( 36 \) を素数でわっていくと \( 2^2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 18 \) を素因数分解しなさい。,"[""\\( 2 + 3^2 \\)"", ""\\( 3 \\times 3^3 \\)"", ""\\( 2 \\times 3^2 \\)"", ""\\( 2 \\times 3^3 \\)""]",3,\( 18 \) を素数でわっていくと \( 2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 90 \) を素因数分解しなさい。,"[""\\( 3 \\times 3^3 \\times 5 \\)"", ""\\( 2 \\times 3^2 \\times 5 \\)"", ""\\( 2 \\times 3^3 \\times 5 \\)"", ""\\( 2 + 3^2 + 5 \\)""]",2,\( 90 \) を素数でわっていくと \( 2 \times 3^2 \times 5 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 90 \) を素因数分解しなさい。,"[""\\( 3 \\times 3^3 \\times 5 \\)"", ""\\( 2 + 3^2 + 5 \\)"", ""\\( 2 \\times 3^3 \\times 5 \\)"", ""\\( 2 \\times 3^2 \\times 5 \\)""]",4,\( 90 \) を素数でわっていくと \( 2 \times 3^2 \times 5 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 540 \) を素因数分解しなさい。,"[""\\( 2^2 + 3^3 + 5 \\)"", ""\\( 3^3 \\times 3^3 \\times 5 \\)"", ""\\( 2^2 \\times 3^3 \\times 5 \\)"", ""\\( 2^3 \\times 3^3 \\times 5 \\)""]",3,\( 540 \) を素数でわっていくと \( 2^2 \times 3^3 \times 5 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 12 \) を素因数分解しなさい。,"[""\\( 2^3 \\times 3 \\)"", ""\\( 2^2 \\times 3 \\)"", ""\\( 2^2 + 3 \\)"", ""\\( 3^3 \\times 3 \\)""]",2,\( 12 \) を素数でわっていくと \( 2^2 \times 3 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 36 \) を素因数分解しなさい。,"[""\\( 3^3 \\times 3^3 \\)"", ""\\( 2^2 \\times 3^2 \\)"", ""\\( 2^2 + 3^2 \\)"", ""\\( 2^3 \\times 3^3 \\)""]",2,\( 36 \) を素数でわっていくと \( 2^2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 18 \) を素因数分解しなさい。,"[""\\( 2 + 3^2 \\)"", ""\\( 2 \\times 3^3 \\)"", ""\\( 2 \\times 3^2 \\)"", ""\\( 3 \\times 3^3 \\)""]",3,\( 18 \) を素数でわっていくと \( 2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 48 \) を素因数分解しなさい。,"[""\\( 2^4 \\times 3 \\)"", ""\\( 2^4 \\times 3' \\)"", ""\\( 3^4 \\times 3 \\)"", ""\\( 2^4 + 3 \\)""]",1,\( 48 \) を素数でわっていくと \( 2^4 \times 3 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 36 \) を素因数分解しなさい。,"[""\\( 2^2 + 3^2 \\)"", ""\\( 2^2 \\times 3^2 \\)"", ""\\( 3^3 \\times 3^3 \\)"", ""\\( 2^3 \\times 3^3 \\)""]",2,\( 36 \) を素数でわっていくと \( 2^2 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 105 \) を素因数分解しなさい。,"[""\\( 3 \\times 5 \\times 72 \\)"", ""\\( 3 \\times 5 \\times 7 \\)"", ""\\( 3 \\times 5 \\times 71 \\)"", ""3 + 5 + 7""]",2,\( 105 \) を素数でわっていくと \( 3 \times 5 \times 7 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 72 \) を素因数分解しなさい。,"[""\\( 3^3 \\times 3^3 \\)"", ""\\( 2^3 \\times 3^3 \\)"", ""\\( 2^3 + 3^2 \\)"", ""\\( 2^3 \\times 3^2 \\)""]",4,\( 72 \) を素数でわっていくと \( 2^3 \times 3^2 \) になります。,
3.正負の数の四則,1.正の数と負の数,\( 20 \) を素因数分解しなさい。,"[""\\( 2^2 \\times 5 \\)"", ""\\( 2^3 \\times 5 \\)"", ""\\( 2^2 + 5 \\)"", ""\\( 3^3 \\times 5 \\)""]",1,\( 20 \) を素数でわっていくと \( 2^2 \times 5 \) になります。,
